task,model,target,validation_metric,validation_score,params,feature_group
classification,gradient_boosting,high_vol_21d,roc_auc,0.9175573224852072,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257581360946746,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9384430473372781,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9442538831360947,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257396449704143,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.926765902366864,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9415541789940828,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9365523298816567,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9221939718934911,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",price_all_news
classification,gradient_boosting,high_vol_21d,roc_auc,0.9255917159763314,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9314811390532545,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.923072300295858,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9340421597633136,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9318694526627219,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9365384615384615,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9293084319526628,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9306582840236687,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9262019230769232,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.930417899408284,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9287259615384614,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9187592455621301,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.910669378698225,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9304178994082842,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9252866124260355,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.932340976331361,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9308247041420118,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9337647928994084,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.935318047337278,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9221246301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9324241863905326,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9229474852071006,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9242788461538461,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9158746301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",price_all_news
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9186760355029586,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",price_all_news
regression,ridge,future_vol_21d,rmse,0.009211184522252164,{'alpha': 0.1},full
regression,ridge,future_vol_21d,rmse,0.009147414653693718,{'alpha': 1.0},full
regression,ridge,future_vol_21d,rmse,0.00897239908608464,{'alpha': 10.0},full
regression,ridge,future_vol_21d,rmse,0.0087756200159867,{'alpha': 50.0},full
regression,random_forest,future_vol_21d,rmse,0.006966096566288498,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006855966251301572,"{'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.0068168537353609894,"{'max_features': 'sqrt', 'min_samples_leaf': 10, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006970656733805283,"{'max_features': 0.7, 'min_samples_leaf': 2, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006762707768146484,"{'max_features': 0.7, 'min_samples_leaf': 5, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006808506262368457,"{'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.0072258174646432465,"{'max_features': 1.0, 'min_samples_leaf': 2, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006900038395249486,"{'max_features': 1.0, 'min_samples_leaf': 5, 'n_estimators': 300}",full
regression,random_forest,future_vol_21d,rmse,0.006912981361354304,"{'max_features': 1.0, 'min_samples_leaf': 10, 'n_estimators': 300}",full
regression,gradient_boosting,future_vol_21d,rmse,0.00705268725625319,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.006931508929301388,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 200}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007005426074607227,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007264073269948434,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}",full
regression,gradient_boosting,future_vol_21d,rmse,0.006879959252463388,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007252438566768826,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007337078577081993,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007818104232053353,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007191334495519371,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.008041510933078496,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200}",full
regression,gradient_boosting,future_vol_21d,rmse,0.007721156196577216,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",full
regression,gradient_boosting,future_vol_21d,rmse,0.008493053469261446,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007380795978230415,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007762902468899889,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007913086630352605,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008292170530731238,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007936154969196939,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008182557573675597,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008364065616991857,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008584650331210662,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008426193687878974,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008666635354752962,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008696620148578721,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.00888725903957389,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.00743901612338487,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007644284039127996,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007981424040129049,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008240325119804921,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007977313879744537,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.007999622896097472,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008486505497278005,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008451496709149813,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008175305033973117,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008638659266507628,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008387616660787363,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
regression,hist_gradient_boosting,future_vol_21d,rmse,0.008776181064310865,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,logistic,high_vol_21d,roc_auc,0.9457100591715977,{'C': 0.1},full
classification,logistic,high_vol_21d,roc_auc,0.9410872781065088,{'C': 1.0},full
classification,logistic,high_vol_21d,roc_auc,0.9402459319526626,{'C': 10.0},full
classification,random_forest,high_vol_21d,roc_auc,0.9288646449704142,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9345968934911242,"{'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9481231508875739,"{'max_features': 'sqrt', 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8801682692307692,"{'max_features': 0.7, 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8970784023668639,"{'max_features': 0.7, 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.9007026627218935,"{'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8645062869822485,"{'max_features': 1.0, 'min_samples_leaf': 2, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8773021449704141,"{'max_features': 1.0, 'min_samples_leaf': 5, 'n_estimators': 300}",full
classification,random_forest,high_vol_21d,roc_auc,0.8923539201183432,"{'max_features': 1.0, 'min_samples_leaf': 10, 'n_estimators': 300}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9225545488165681,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9390255177514792,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9175573224852072,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257581360946746,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9384430473372781,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9442538831360947,"{'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9257396449704143,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.926765902366864,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9415541789940828,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9365523298816567,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9221939718934911,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",full
classification,gradient_boosting,high_vol_21d,roc_auc,0.9255917159763314,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9314811390532545,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.923072300295858,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9340421597633136,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9318694526627219,"{'l2_regularization': 0.0, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9365384615384615,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9293084319526628,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9306582840236687,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9262019230769232,"{'l2_regularization': 0.0, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.930417899408284,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9287259615384614,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9187592455621301,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.910669378698225,"{'l2_regularization': 0.0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9304178994082842,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9252866124260355,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.932340976331361,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9308247041420118,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9337647928994084,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.935318047337278,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9221246301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9324241863905326,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 200, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9229474852071006,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9242788461538461,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9158746301775148,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",full
classification,hist_gradient_boosting,high_vol_21d,roc_auc,0.9186760355029586,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",full
